item_id,label
951-8ada539e-903d-4b82-a5e1-69b5ae1ba57e#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
951-8ada539e-903d-4b82-a5e1-69b5ae1ba57e#_#actionability#_#Tutor_7,"[0, 0, 0, 1, 0]"
951-8ada539e-903d-4b82-a5e1-69b5ae1ba57e#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
4892-740cb8a6-07c7-4a1a-aeaf-189fc8b18ae2#_#actionability#_#Tutor_1,"[1, 2, 2, 2, 2]"
4892-740cb8a6-07c7-4a1a-aeaf-189fc8b18ae2#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
4892-740cb8a6-07c7-4a1a-aeaf-189fc8b18ae2#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
4892-740cb8a6-07c7-4a1a-aeaf-189fc8b18ae2#_#actionability#_#Tutor_4,"[1, 1, 1, 1, 1]"
4892-740cb8a6-07c7-4a1a-aeaf-189fc8b18ae2#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
4892-740cb8a6-07c7-4a1a-aeaf-189fc8b18ae2#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
4892-740cb8a6-07c7-4a1a-aeaf-189fc8b18ae2#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
4892-740cb8a6-07c7-4a1a-aeaf-189fc8b18ae2#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
405468648#_#actionability#_#Tutor_1,"[1, 1, 1, 1, 1]"
405468648#_#actionability#_#Tutor_2,"[1, 0, 0, 0, 0]"
405468648#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
405468648#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
405468648#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
405468648#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
405468648#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
405468648#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
405468648#_#actionability#_#Tutor_9,"[1, 1, 1, 1, 1]"
4541-4973ed5a-7beb-4362-a591-3d8775aad248#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
4541-4973ed5a-7beb-4362-a591-3d8775aad248#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
4541-4973ed5a-7beb-4362-a591-3d8775aad248#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
4541-4973ed5a-7beb-4362-a591-3d8775aad248#_#actionability#_#Tutor_4,"[1, 0, 0, 0, 0]"
4541-4973ed5a-7beb-4362-a591-3d8775aad248#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
4541-4973ed5a-7beb-4362-a591-3d8775aad248#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
4541-4973ed5a-7beb-4362-a591-3d8775aad248#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
4541-4973ed5a-7beb-4362-a591-3d8775aad248#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
3952-402fc81e-8b6f-4882-9850-4a5820e14073#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
3952-402fc81e-8b6f-4882-9850-4a5820e14073#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
3952-402fc81e-8b6f-4882-9850-4a5820e14073#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
3952-402fc81e-8b6f-4882-9850-4a5820e14073#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
3952-402fc81e-8b6f-4882-9850-4a5820e14073#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
3952-402fc81e-8b6f-4882-9850-4a5820e14073#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
3952-402fc81e-8b6f-4882-9850-4a5820e14073#_#actionability#_#Tutor_7,"[1, 1, 1, 1, 1]"
3952-402fc81e-8b6f-4882-9850-4a5820e14073#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
840-4aa8cc55-ddd2-4f4c-9213-44fc0c4ee9b0#_#actionability#_#Tutor_1,"[1, 1, 1, 1, 1]"
840-4aa8cc55-ddd2-4f4c-9213-44fc0c4ee9b0#_#actionability#_#Tutor_2,"[1, 1, 1, 1, 1]"
840-4aa8cc55-ddd2-4f4c-9213-44fc0c4ee9b0#_#actionability#_#Tutor_3,"[1, 1, 1, 1, 1]"
840-4aa8cc55-ddd2-4f4c-9213-44fc0c4ee9b0#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
840-4aa8cc55-ddd2-4f4c-9213-44fc0c4ee9b0#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
840-4aa8cc55-ddd2-4f4c-9213-44fc0c4ee9b0#_#actionability#_#Tutor_6,"[1, 1, 1, 1, 1]"
840-4aa8cc55-ddd2-4f4c-9213-44fc0c4ee9b0#_#actionability#_#Tutor_7,"[0, 0, 0, 0, 0]"
840-4aa8cc55-ddd2-4f4c-9213-44fc0c4ee9b0#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
4955-3dc371e0-15cf-48ad-866d-3a3b9b254a1a#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
4955-3dc371e0-15cf-48ad-866d-3a3b9b254a1a#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
4955-3dc371e0-15cf-48ad-866d-3a3b9b254a1a#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
4955-3dc371e0-15cf-48ad-866d-3a3b9b254a1a#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
4955-3dc371e0-15cf-48ad-866d-3a3b9b254a1a#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
4955-3dc371e0-15cf-48ad-866d-3a3b9b254a1a#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
4955-3dc371e0-15cf-48ad-866d-3a3b9b254a1a#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
4955-3dc371e0-15cf-48ad-866d-3a3b9b254a1a#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
621-44999b91-8486-40e7-993e-cefa7cc69e68#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
621-44999b91-8486-40e7-993e-cefa7cc69e68#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
621-44999b91-8486-40e7-993e-cefa7cc69e68#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
621-44999b91-8486-40e7-993e-cefa7cc69e68#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
621-44999b91-8486-40e7-993e-cefa7cc69e68#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
621-44999b91-8486-40e7-993e-cefa7cc69e68#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
621-44999b91-8486-40e7-993e-cefa7cc69e68#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
621-44999b91-8486-40e7-993e-cefa7cc69e68#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
3171-3a0133e8-af0d-41d9-be82-b3a01793f472#_#actionability#_#Tutor_1,"[1, 1, 1, 1, 1]"
3171-3a0133e8-af0d-41d9-be82-b3a01793f472#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
3171-3a0133e8-af0d-41d9-be82-b3a01793f472#_#actionability#_#Tutor_3,"[1, 1, 1, 1, 1]"
3171-3a0133e8-af0d-41d9-be82-b3a01793f472#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
3171-3a0133e8-af0d-41d9-be82-b3a01793f472#_#actionability#_#Tutor_5,"[2, 1, 2, 2, 2]"
3171-3a0133e8-af0d-41d9-be82-b3a01793f472#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
3171-3a0133e8-af0d-41d9-be82-b3a01793f472#_#actionability#_#Tutor_7,"[2, 2, 1, 2, 2]"
3171-3a0133e8-af0d-41d9-be82-b3a01793f472#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
1361-244743ef-41de-4394-99e5-247b865e51aa#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
1361-244743ef-41de-4394-99e5-247b865e51aa#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
1361-244743ef-41de-4394-99e5-247b865e51aa#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
1361-244743ef-41de-4394-99e5-247b865e51aa#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
1361-244743ef-41de-4394-99e5-247b865e51aa#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
1361-244743ef-41de-4394-99e5-247b865e51aa#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
1361-244743ef-41de-4394-99e5-247b865e51aa#_#actionability#_#Tutor_7,"[0, 0, 0, 0, 0]"
1361-244743ef-41de-4394-99e5-247b865e51aa#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
295022040#_#actionability#_#Tutor_1,"[1, 1, 1, 0, 0]"
295022040#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
295022040#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
295022040#_#actionability#_#Tutor_4,"[1, 1, 2, 2, 1]"
295022040#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
295022040#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
295022040#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
295022040#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
295022040#_#actionability#_#Tutor_9,"[0, 0, 0, 0, 0]"
424869151#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
424869151#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
424869151#_#actionability#_#Tutor_3,"[1, 1, 0, 0, 0]"
424869151#_#actionability#_#Tutor_4,"[1, 1, 0, 0, 1]"
424869151#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
424869151#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
424869151#_#actionability#_#Tutor_7,"[0, 0, 0, 0, 0]"
424869151#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
424869151#_#actionability#_#Tutor_9,"[2, 2, 2, 2, 2]"
634827824#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
634827824#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
634827824#_#actionability#_#Tutor_3,"[1, 1, 1, 1, 1]"
634827824#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
634827824#_#actionability#_#Tutor_5,"[1, 1, 1, 1, 1]"
634827824#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
634827824#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
634827824#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
634827824#_#actionability#_#Tutor_9,"[2, 2, 2, 2, 2]"
2550-16990d16-b540-453e-8e0c-a848e379ad0a#_#actionability#_#Tutor_1,"[1, 1, 1, 1, 1]"
2550-16990d16-b540-453e-8e0c-a848e379ad0a#_#actionability#_#Tutor_2,"[1, 1, 1, 1, 1]"
2550-16990d16-b540-453e-8e0c-a848e379ad0a#_#actionability#_#Tutor_3,"[1, 1, 1, 1, 1]"
2550-16990d16-b540-453e-8e0c-a848e379ad0a#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
2550-16990d16-b540-453e-8e0c-a848e379ad0a#_#actionability#_#Tutor_5,"[1, 1, 1, 1, 1]"
2550-16990d16-b540-453e-8e0c-a848e379ad0a#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
2550-16990d16-b540-453e-8e0c-a848e379ad0a#_#actionability#_#Tutor_7,"[0, 0, 0, 0, 0]"
2550-16990d16-b540-453e-8e0c-a848e379ad0a#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
4631-0e5499d1-6ce2-4f0e-ba95-db9d4583f130#_#actionability#_#Tutor_1,"[2, 1, 2, 2, 1]"
4631-0e5499d1-6ce2-4f0e-ba95-db9d4583f130#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
4631-0e5499d1-6ce2-4f0e-ba95-db9d4583f130#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
4631-0e5499d1-6ce2-4f0e-ba95-db9d4583f130#_#actionability#_#Tutor_4,"[1, 1, 1, 1, 1]"
4631-0e5499d1-6ce2-4f0e-ba95-db9d4583f130#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
4631-0e5499d1-6ce2-4f0e-ba95-db9d4583f130#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
4631-0e5499d1-6ce2-4f0e-ba95-db9d4583f130#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
4631-0e5499d1-6ce2-4f0e-ba95-db9d4583f130#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
4981-d6656378-f0f3-406b-9eed-a932a9c5bd68#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
4981-d6656378-f0f3-406b-9eed-a932a9c5bd68#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
4981-d6656378-f0f3-406b-9eed-a932a9c5bd68#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
4981-d6656378-f0f3-406b-9eed-a932a9c5bd68#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
4981-d6656378-f0f3-406b-9eed-a932a9c5bd68#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
4981-d6656378-f0f3-406b-9eed-a932a9c5bd68#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
4981-d6656378-f0f3-406b-9eed-a932a9c5bd68#_#actionability#_#Tutor_7,"[0, 0, 0, 0, 0]"
4981-d6656378-f0f3-406b-9eed-a932a9c5bd68#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
4543-fefe33e5-9092-43ae-aa41-dcd991164f6b#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
4543-fefe33e5-9092-43ae-aa41-dcd991164f6b#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
4543-fefe33e5-9092-43ae-aa41-dcd991164f6b#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
4543-fefe33e5-9092-43ae-aa41-dcd991164f6b#_#actionability#_#Tutor_4,"[2, 1, 2, 1, 2]"
4543-fefe33e5-9092-43ae-aa41-dcd991164f6b#_#actionability#_#Tutor_5,"[0, 0, 0, 1, 0]"
4543-fefe33e5-9092-43ae-aa41-dcd991164f6b#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
4543-fefe33e5-9092-43ae-aa41-dcd991164f6b#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
4543-fefe33e5-9092-43ae-aa41-dcd991164f6b#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
5002-637d9d1e-f111-458d-8e92-4b9f71fc1531#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
5002-637d9d1e-f111-458d-8e92-4b9f71fc1531#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
5002-637d9d1e-f111-458d-8e92-4b9f71fc1531#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
5002-637d9d1e-f111-458d-8e92-4b9f71fc1531#_#actionability#_#Tutor_4,"[1, 1, 1, 1, 1]"
5002-637d9d1e-f111-458d-8e92-4b9f71fc1531#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
5002-637d9d1e-f111-458d-8e92-4b9f71fc1531#_#actionability#_#Tutor_6,"[1, 1, 1, 2, 1]"
5002-637d9d1e-f111-458d-8e92-4b9f71fc1531#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5002-637d9d1e-f111-458d-8e92-4b9f71fc1531#_#actionability#_#Tutor_8,"[2, 1, 1, 2, 2]"
296361557#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
296361557#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
296361557#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
296361557#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
296361557#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
296361557#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
296361557#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
296361557#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
296361557#_#actionability#_#Tutor_9,"[2, 2, 2, 2, 2]"
3122-f6a9c9a9-44ec-479f-aeee-ce58dfb253b5#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
3122-f6a9c9a9-44ec-479f-aeee-ce58dfb253b5#_#actionability#_#Tutor_2,"[2, 2, 1, 2, 2]"
3122-f6a9c9a9-44ec-479f-aeee-ce58dfb253b5#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
3122-f6a9c9a9-44ec-479f-aeee-ce58dfb253b5#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
3122-f6a9c9a9-44ec-479f-aeee-ce58dfb253b5#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
3122-f6a9c9a9-44ec-479f-aeee-ce58dfb253b5#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
3122-f6a9c9a9-44ec-479f-aeee-ce58dfb253b5#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
3122-f6a9c9a9-44ec-479f-aeee-ce58dfb253b5#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
5313-b8fabb1a-d3be-4b23-9999-55ecb9d50c74#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
5313-b8fabb1a-d3be-4b23-9999-55ecb9d50c74#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
5313-b8fabb1a-d3be-4b23-9999-55ecb9d50c74#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
5313-b8fabb1a-d3be-4b23-9999-55ecb9d50c74#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
5313-b8fabb1a-d3be-4b23-9999-55ecb9d50c74#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
5313-b8fabb1a-d3be-4b23-9999-55ecb9d50c74#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
5313-b8fabb1a-d3be-4b23-9999-55ecb9d50c74#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5313-b8fabb1a-d3be-4b23-9999-55ecb9d50c74#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
2300-2d96f6d6-ade3-4c56-820b-4199cacce738#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
2300-2d96f6d6-ade3-4c56-820b-4199cacce738#_#actionability#_#Tutor_2,"[1, 2, 1, 2, 2]"
2300-2d96f6d6-ade3-4c56-820b-4199cacce738#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
2300-2d96f6d6-ade3-4c56-820b-4199cacce738#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
2300-2d96f6d6-ade3-4c56-820b-4199cacce738#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
2300-2d96f6d6-ade3-4c56-820b-4199cacce738#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
2300-2d96f6d6-ade3-4c56-820b-4199cacce738#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
2300-2d96f6d6-ade3-4c56-820b-4199cacce738#_#actionability#_#Tutor_8,"[1, 2, 1, 2, 2]"
3281-58593f85-920e-4905-82a0-5c54c54cd4cf#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
3281-58593f85-920e-4905-82a0-5c54c54cd4cf#_#actionability#_#Tutor_2,"[1, 0, 0, 0, 1]"
3281-58593f85-920e-4905-82a0-5c54c54cd4cf#_#actionability#_#Tutor_3,"[1, 1, 1, 1, 1]"
3281-58593f85-920e-4905-82a0-5c54c54cd4cf#_#actionability#_#Tutor_4,"[1, 1, 1, 1, 1]"
3281-58593f85-920e-4905-82a0-5c54c54cd4cf#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
3281-58593f85-920e-4905-82a0-5c54c54cd4cf#_#actionability#_#Tutor_6,"[1, 1, 1, 1, 1]"
3281-58593f85-920e-4905-82a0-5c54c54cd4cf#_#actionability#_#Tutor_7,"[0, 0, 0, 1, 1]"
3281-58593f85-920e-4905-82a0-5c54c54cd4cf#_#actionability#_#Tutor_8,"[0, 0, 1, 0, 1]"
5161-86978eb9-4f55-4720-a310-87375edc5189#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
5161-86978eb9-4f55-4720-a310-87375edc5189#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
5161-86978eb9-4f55-4720-a310-87375edc5189#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
5161-86978eb9-4f55-4720-a310-87375edc5189#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
5161-86978eb9-4f55-4720-a310-87375edc5189#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
5161-86978eb9-4f55-4720-a310-87375edc5189#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
5161-86978eb9-4f55-4720-a310-87375edc5189#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5161-86978eb9-4f55-4720-a310-87375edc5189#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
2561-3e10d4e9-38d3-42f6-951e-f81fec97470d#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
2561-3e10d4e9-38d3-42f6-951e-f81fec97470d#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
2561-3e10d4e9-38d3-42f6-951e-f81fec97470d#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
2561-3e10d4e9-38d3-42f6-951e-f81fec97470d#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
2561-3e10d4e9-38d3-42f6-951e-f81fec97470d#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
2561-3e10d4e9-38d3-42f6-951e-f81fec97470d#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
2561-3e10d4e9-38d3-42f6-951e-f81fec97470d#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
2561-3e10d4e9-38d3-42f6-951e-f81fec97470d#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
3420-215847b0-8c69-43b8-b005-8130ecd3f777#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
3420-215847b0-8c69-43b8-b005-8130ecd3f777#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
3420-215847b0-8c69-43b8-b005-8130ecd3f777#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
3420-215847b0-8c69-43b8-b005-8130ecd3f777#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
3420-215847b0-8c69-43b8-b005-8130ecd3f777#_#actionability#_#Tutor_5,"[1, 1, 1, 1, 1]"
3420-215847b0-8c69-43b8-b005-8130ecd3f777#_#actionability#_#Tutor_6,"[2, 2, 1, 2, 1]"
3420-215847b0-8c69-43b8-b005-8130ecd3f777#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
3420-215847b0-8c69-43b8-b005-8130ecd3f777#_#actionability#_#Tutor_8,"[1, 1, 1, 1, 1]"
3101-69a1f8a4-c371-40f5-8159-52125603d1bf#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
3101-69a1f8a4-c371-40f5-8159-52125603d1bf#_#actionability#_#Tutor_2,"[1, 1, 1, 1, 1]"
3101-69a1f8a4-c371-40f5-8159-52125603d1bf#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
3101-69a1f8a4-c371-40f5-8159-52125603d1bf#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
3101-69a1f8a4-c371-40f5-8159-52125603d1bf#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
3101-69a1f8a4-c371-40f5-8159-52125603d1bf#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
3101-69a1f8a4-c371-40f5-8159-52125603d1bf#_#actionability#_#Tutor_7,"[1, 1, 1, 1, 1]"
3101-69a1f8a4-c371-40f5-8159-52125603d1bf#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
1000-61eba1a4-49c2-47d9-93c7-087936d49934#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
1000-61eba1a4-49c2-47d9-93c7-087936d49934#_#actionability#_#Tutor_2,"[1, 1, 2, 1, 2]"
1000-61eba1a4-49c2-47d9-93c7-087936d49934#_#actionability#_#Tutor_3,"[1, 0, 1, 0, 0]"
1000-61eba1a4-49c2-47d9-93c7-087936d49934#_#actionability#_#Tutor_4,"[1, 2, 2, 1, 1]"
1000-61eba1a4-49c2-47d9-93c7-087936d49934#_#actionability#_#Tutor_5,"[1, 1, 0, 1, 1]"
1000-61eba1a4-49c2-47d9-93c7-087936d49934#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
1000-61eba1a4-49c2-47d9-93c7-087936d49934#_#actionability#_#Tutor_7,"[0, 0, 0, 0, 0]"
1000-61eba1a4-49c2-47d9-93c7-087936d49934#_#actionability#_#Tutor_8,"[0, 1, 0, 0, 0]"
491-d30dbfce-cf50-4d10-9985-020d5fcb5fa8#_#actionability#_#Tutor_1,"[1, 1, 1, 1, 1]"
491-d30dbfce-cf50-4d10-9985-020d5fcb5fa8#_#actionability#_#Tutor_2,"[1, 1, 1, 1, 1]"
491-d30dbfce-cf50-4d10-9985-020d5fcb5fa8#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
491-d30dbfce-cf50-4d10-9985-020d5fcb5fa8#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
491-d30dbfce-cf50-4d10-9985-020d5fcb5fa8#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
491-d30dbfce-cf50-4d10-9985-020d5fcb5fa8#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
491-d30dbfce-cf50-4d10-9985-020d5fcb5fa8#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
491-d30dbfce-cf50-4d10-9985-020d5fcb5fa8#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
5411-79160987-546f-464b-866f-c2b6aab0b2d2#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
5411-79160987-546f-464b-866f-c2b6aab0b2d2#_#actionability#_#Tutor_2,"[1, 1, 1, 1, 1]"
5411-79160987-546f-464b-866f-c2b6aab0b2d2#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
5411-79160987-546f-464b-866f-c2b6aab0b2d2#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
5411-79160987-546f-464b-866f-c2b6aab0b2d2#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
5411-79160987-546f-464b-866f-c2b6aab0b2d2#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
5411-79160987-546f-464b-866f-c2b6aab0b2d2#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5411-79160987-546f-464b-866f-c2b6aab0b2d2#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
5290-e5ad1153-c68b-45f5-ab00-e57349f381a8#_#actionability#_#Tutor_1,"[1, 2, 1, 2, 1]"
